#separator:tab
#html:false
#deck column:3
#tags column:4
#columns:Front	Back	Deck	Tags
¿Qué hace el paciente ante una excursión de temperatura (bus sin gel frío, corte de luz)?	No usar ni desechar por su cuenta: anota tiempo y temperatura aproximada y consulta; el límite de tiempo fuera de frío se lee en la ficha técnica del producto (A VERIFICAR).	APEX::LIVIANO::acceso_peru	liviano::acceso_peru d44 mecanismo
¿Qué 6 puntos cubre la revisión trimestral de farmacoterapia de LIVIANO?	Aprobaciones nuevas · alertas de seguridad · recotización (2 farmacias + magistral) · genéricos LATAM · actualizar tabla de acceso + value stack · tarjetas Anki nuevas.	APEX::LIVIANO::sintesis	liviano::sintesis d46 mecanismo
¿Qué pregunta abre la revisión trimestral?	'¿Qué cambió desde la última fecha de verificación?' — aprobaciones, seguridad, precio, genéricos; cada respuesta con fuente y fecha o queda como PENDIENTE.	APEX::LIVIANO::sintesis	liviano::sintesis d46 mecanismo
¿Por qué el value stack se re-verifica cada trimestre y no una sola vez?	Porque el precio del fármaco es la variable que más se mueve (genéricos, nuevas vías): un número viejo publicado es una afirmación falsa.	APEX::LIVIANO::sintesis	liviano::sintesis d46 mecanismo
¿Cuál es la vía final común de toda dieta que funciona?	Un balance energético negativo SOSTENIDO; el nombre de la dieta es el envoltorio, la adherencia es el mecanismo.	APEX::LIVIANO::nutricion	liviano::nutricion d47 mecanismo
¿Por qué 'el déficit es la vía final común' no significa 'come menos y ya'?	Porque el sistema regulador responde al déficit subiendo el hambre y bajando el gasto: crear el déficit es fácil, sostenerlo es lo difícil; la estrategia debe hacerlo sostenible (proteína, saciedad, fármaco).	APEX::LIVIANO::nutricion	liviano::nutricion d47 mecanismo
¿Qué tienen en común keto, ayuno y baja en grasa cuando funcionan?	Que reducen la ingesta total sostenida (por saciedad, por reglas o por restricción de horario): el mecanismo es el mismo, cambia el envoltorio.	APEX::LIVIANO::nutricion	liviano::nutricion d47 mecanismo
DIETFITS: ¿qué demostró?	Low-fat vs low-carb NO difieren en pérdida de peso al año cuando ambas son de alta calidad (comida real).	APEX::LIVIANO::nutricion	liviano::nutricion d48 mecanismo
'¿Keto o baja en grasa?' — respuesta mecanística	Da igual el nombre si la calidad es alta (DIETFITS): elige la que puedas sostener; lo innegociable es la proteína.	APEX::LIVIANO::nutricion	liviano::nutricion d48 mecanismo
¿Qué variable sí importó en DIETFITS más que el macronutriente?	La calidad de la comida (mínimamente procesada, vegetales, sin azúcar añadido) y la adherencia: con esa base, low-fat y low-carb dieron resultados similares al año.	APEX::LIVIANO::nutricion	liviano::nutricion d48 mecanismo
¿Qué variable predice el resultado de una dieta y cómo se mide en consulta?	La ADHERENCIA (no el nombre): se mide con automonitoreo (registro de comidas) y cumplimiento del plan pactado semana a semana.	APEX::LIVIANO::nutricion	liviano::nutricion d49 mecanismo
¿Cómo se mide la adherencia en consulta sin culpa?	Con una métrica pactada y observable (días con plato cumplido/semana, registro de comidas, proteína alcanzada) y preguntando qué la dificultó, no si 'se portó bien'.	APEX::LIVIANO::nutricion	liviano::nutricion d49 mecanismo
¿Qué convierte una dieta en 'adherible'?	Que quepa en la vida real del paciente: horarios, presupuesto, comida familiar y cultura; lo que se prescribe se diseña con él, no para él.	APEX::LIVIANO::nutricion	liviano::nutricion d49 mecanismo
Ayuno intermitente vs restricción continua: ¿qué dice el meta-análisis?	24 RCTs, n = 1.768: diferencia 0,26 kg, NO significativa — el AI es otra forma de crear déficit, no un mecanismo superior.	APEX::LIVIANO::nutricion	liviano::nutricion d51 mecanismo
¿Qué concluye el meta-análisis de ayuno intermitente y qué NO concluye?	Que no es superior a la restricción continua (diferencia 0,26 kg, no significativa; 24 RCTs, n=1.768); NO concluye que sea inútil: es una herramienta más para crear déficit si al paciente le resulta fácil.	APEX::LIVIANO::nutricion	liviano::nutricion d51 mecanismo
¿Cuándo tiene sentido usar el 16/8 en LIVIANO?	Cuando mejora la adherencia de ese paciente (p. ej., ya no desayuna) y no compromete la cuota proteica ni la fuerza; nunca como dogma ni como promesa de mecanismo especial.	APEX::LIVIANO::nutricion	liviano::nutricion d51 mecanismo
¿Qué pasa con la adherencia dietética en el tiempo?	Adherencia > 80 % solo en estudios < 3 meses: el problema es SOSTENER; por eso el plan se diseña para el mes 6, no para la semana 2.	APEX::LIVIANO::nutricion	liviano::nutricion d52 mecanismo
¿Qué implica para el diseño del programa que la adherencia caiga después de 3 meses?	Que el plan debe diseñarse para el mes 6, no para la semana 1: metas pequeñas, revisiones programadas, automonitoreo y anticipar el momento de la caída.	APEX::LIVIANO::nutricion	liviano::nutricion d52 mecanismo
¿Qué se le dice al paciente que 'siempre abandona a las 6 semanas'?	Que su patrón es el de casi todos los estudios: no es un defecto suyo; ahora diseñamos el plan sabiendo dónde está el bache.	APEX::LIVIANO::nutricion	liviano::nutricion d52 mecanismo
¿Cuál es la cuota proteica LIVIANO y por qué es innegociable con GLP-1?	1,2-1,6 g/kg/día: saciedad + protección de masa magra cuando la ingesta cae mucho por el fármaco.	APEX::LIVIANO::nutricion	liviano::nutricion d53 mecanismo
Cálculo rápido: proteína diaria para 80 kg	1,2-1,6 g/kg → 96-128 g/día (aritmética del rango del currículo).	APEX::LIVIANO::nutricion	liviano::nutricion d53 mecanismo
¿Por qué la proteína protege el músculo en déficit y qué papel tiene la fuerza?	Aporta aminoácidos para la síntesis muscular y sacia más por caloría; la fuerza da la señal de que ese músculo se necesita: sin señal, el cuerpo lo sacrifica aunque haya proteína.	APEX::LIVIANO::nutricion	liviano::nutricion d53 mecanismo
3 estrategias para completar la proteína cuando el GLP-1 quita el hambre	Proteína PRIMERO en cada comida · fraccionar en tomas pequeñas · líquidos/lácteos proteicos entre comidas.	APEX::LIVIANO::nutricion	liviano::nutricion d54 mecanismo
¿Por qué 'proteína primero' en cada comida con GLP-1?	Porque el fármaco reduce el apetito y el paciente se llena rápido: si empieza por carbohidratos no llega a la cuota; empezando por la proteína la cuota se completa aun con porciones pequeñas.	APEX::LIVIANO::nutricion	liviano::nutricion d54 mecanismo
¿Cuál es la señal de alarma nutricional en un paciente con GLP-1 que 'come una vez al día'?	Ingesta proteica muy por debajo de 1,2 g/kg, hidratación insuficiente y pérdida de fuerza: no se escala la dosis mientras no coma; se rediseña el día en 3-4 tomas.	APEX::LIVIANO::nutricion	liviano::nutricion d54 mecanismo
Método del plato LIVIANO (versión Huancayo)	Mitad verdura · un cuarto proteína (huevo, trucha, pollo, atún, habas) · un cuarto almidón andino (papa, quinua).	APEX::LIVIANO::nutricion	liviano::nutricion d56 mecanismo
¿Qué fuentes proteicas andinas usa el plato LIVIANO de Huancayo?	Trucha, huevo, pollo, cuy, lácteos, quinua y habas/legumbres; la papa entra como carbohidrato controlado, no como plato completo.	APEX::LIVIANO::nutricion	liviano::nutricion d56 mecanismo
¿Cómo se construye el 'método del plato' en 3 partes?	Mitad vegetales, un cuarto proteína (se come primero), un cuarto carbohidrato de calidad; agua en lugar de bebida azucarada.	APEX::LIVIANO::nutricion	liviano::nutricion d56 mecanismo
¿Cómo se desmonta un mito de redes sin humillar al paciente?	Validar la intención → dar el mecanismo real (déficit sostenido, adaptación metabólica) → ofrecer la alternativa que sí funciona; nunca 'eso es una tontería'.	APEX::LIVIANO::nutricion	liviano::nutricion d57 mecanismo
¿Por qué 'metabolismo lento' es a la vez un mito y una verdad a medias?	Mito: no explica la obesidad de origen. Verdad: tras perder peso el gasto sí cae (adaptación metabólica). Se corrige el dato sin ridiculizar al paciente.	APEX::LIVIANO::nutricion	liviano::nutricion d57 mecanismo
¿Qué mecanismo real hay detrás de una faja o un 'detox' que 'funciona' una semana?	Pérdida de agua/contenido intestinal o restricción calórica encubierta: no cambia grasa ni set point; al parar, vuelve todo.	APEX::LIVIANO::nutricion	liviano::nutricion d57 mecanismo
Política nutricional LIVIANO en una frase	Adherencia primero (la dieta que el paciente puede sostener) + proteína 1,2-1,6 g/kg innegociable + método del plato local.	APEX::LIVIANO::nutricion	liviano::nutricion d58 mecanismo
¿Cuáles son los 3 pilares de la política nutricional LIVIANO?	1) Adherencia primero (la dieta que el paciente puede sostener); 2) proteína innegociable 1,2-1,6 g/kg; 3) comida real local (método del plato), sin dogmas de nombre de dieta.	APEX::LIVIANO::nutricion	liviano::nutricion d58 mecanismo
¿Qué dato respalda cada pilar?	Adherencia: DIETFITS y 'adherencia >80 % solo <3 meses'; proteína: pérdida de masa magra con GLP-1; método del plato: la calidad de la comida como variable de DIETFITS.	APEX::LIVIANO::nutricion	liviano::nutricion d58 mecanismo
¿Cuánto peso baja el ejercicio SIN dieta y qué se concluye?	~2-3 kg: no se promete pérdida por esta vía; su papel es el MANTENIMIENTO y la composición corporal.	APEX::LIVIANO::ejercicio	liviano::ejercicio d59 mecanismo
¿Por qué el ejercicio solo baja poco peso?	El gasto añadido es modesto frente a la ingesta y el cuerpo compensa (más hambre, menos actividad espontánea); su valor está en mantenimiento, composición y salud cardiometabólica, no en la balanza.	APEX::LIVIANO::ejercicio	liviano::ejercicio d59 mecanismo
¿Cómo se prescribe ejercicio sin crear la expectativa equivocada?	Diciendo para qué sirve: 'no es para bajar de peso, es para no volver a subirlo y para que lo que pierdas sea grasa y no músculo'.	APEX::LIVIANO::ejercicio	liviano::ejercicio d59 mecanismo
NWCR: ¿qué hacen los que mantienen la pérdida durante años?	~1 h/día de actividad (≈ 2.800 kcal/semana) — el mejor predictor de mantenimiento.	APEX::LIVIANO::ejercicio	liviano::ejercicio d61 mecanismo
¿De dónde sale el umbral 200-300 min/sem?	De las guías clínicas (ACSM), NO del NWCR — no mezclar las dos fuentes al citar.	APEX::LIVIANO::ejercicio	liviano::ejercicio d61 mecanismo
¿Por qué el mantenimiento exige más actividad que la pérdida?	Porque tras bajar de peso el gasto está reducido (adaptación metabólica): la actividad de ~1 h/día del NWCR compensa esa caída y estabiliza el balance sin restricción extrema.	APEX::LIVIANO::ejercicio	liviano::ejercicio d61 mecanismo
¿Por qué la fuerza 2x/semana es prescripción médica junto al GLP-1?	Porque preserva la masa magra que el déficit grande tiende a perder; sin fuerza, parte del peso perdido es músculo.	APEX::LIVIANO::ejercicio	liviano::ejercicio d62 mecanismo
¿Qué le pasa al músculo cuando se pierde peso SIN fuerza y con poca proteína?	Se pierde una fracción relevante de masa magra: menos fuerza, menos gasto en reposo y peor mantenimiento; el paciente termina 'más flaco pero más débil'.	APEX::LIVIANO::ejercicio	liviano::ejercicio d62 mecanismo
¿Cuál es la dosis mínima de fuerza del estándar LIVIANO?	2 sesiones/semana de fuerza (grandes grupos musculares, progresivas), con cualquier carga: pesas, bandas o peso corporal; lo importante es la señal, no el gimnasio.	APEX::LIVIANO::ejercicio	liviano::ejercicio d62 mecanismo
'Fitness vs fatness': ¿qué significa?	El beneficio cardiometabólico del ejercicio es independiente del peso: la capacidad cardiorrespiratoria predice mortalidad aunque el IMC no cambie.	APEX::LIVIANO::ejercicio	liviano::ejercicio d63 mecanismo
'Fitness vs fatness': ¿qué cambia en la conversación con el paciente que no baja de peso?	Que su capacidad cardiorrespiratoria ya lo protege aunque el IMC no cambie: el ejercicio 'cuenta' incluso con la balanza quieta; la meta se mide también en capacidad.	APEX::LIVIANO::ejercicio	liviano::ejercicio d63 mecanismo
¿Qué mide LIVIANO además de la balanza y por qué?	Cintura, fotos, fuerza (y bioimpedancia si hay): la balanza no distingue músculo de grasa; nosotros sí.	APEX::LIVIANO::ejercicio	liviano::ejercicio d64 mecanismo
¿Qué 4 medidas simples registran composición sin bioimpedancia?	Cintura (cada 2-4 semanas), fotos estandarizadas (mensual), pruebas de fuerza (agarre, sentarse-levantarse) y cómo queda la ropa; la balanza se mira con esos datos al lado.	APEX::LIVIANO::ejercicio	liviano::ejercicio d64 mecanismo
¿Por qué la cintura importa más que el peso para la salud metabólica?	Estima la grasa visceral, la más ligada al riesgo cardiometabólico; puede bajar aunque el peso se estanque si se conserva músculo.	APEX::LIVIANO::ejercicio	liviano::ejercicio d64 mecanismo
Estándar LIVIANO innegociable junto a todo GLP-1	Proteína 1,2-1,6 g/kg + fuerza 2x/semana (+ actividad diaria para el mantenimiento).	APEX::LIVIANO::ejercicio	liviano::ejercicio d66 mecanismo
¿Por qué el estándar (proteína + fuerza) va en el consentimiento y no en 'consejos'?	Porque sin él el fármaco produce pérdida de músculo: es parte del tratamiento, se pacta y se mide, como la dosis.	APEX::LIVIANO::ejercicio	liviano::ejercicio d66 mecanismo
¿Qué se le pide al paciente que 'no puede ir al gimnasio'?	Un plan mínimo en casa (sentadillas, empujes, remo con banda) 2 veces por semana de 20-30 min: lo que puede sostener, no lo ideal.	APEX::LIVIANO::ejercicio	liviano::ejercicio d66 mecanismo
Principio de prescripción de ejercicio LIVIANO	Empezar ridículamente fácil (adherencia) y progresar cada 2 semanas; fuerza 2x/sem + caminata diaria; medir fuerza y cintura, no solo peso.	APEX::LIVIANO::ejercicio	liviano::ejercicio d67 mecanismo
¿Qué significa 'empezar ridículamente fácil'?	Una dosis que el paciente cumpla con seguridad (p. ej., 10 min de caminata o 1 serie), porque la primera meta es crear el hábito; la progresión viene cada 2 semanas.	APEX::LIVIANO::ejercicio	liviano::ejercicio d67 mecanismo
¿Qué se ajusta primero al progresar: duración, frecuencia o intensidad?	Frecuencia y duración antes que intensidad: menos riesgo de lesión y de abandono; la intensidad sube cuando el hábito ya está.	APEX::LIVIANO::ejercicio	liviano::ejercicio d67 mecanismo
Métricas del protocolo LIVIANO (M3-4) y su cadencia	Peso + cintura + fuerza (semanal/quincenal), fotos (mensual), labs (trimestral — panel A VERIFICAR); la meta se define en composición, no solo en kg.	APEX::LIVIANO::ejercicio	liviano::ejercicio d68 mecanismo
¿Con qué cadencia se miden las métricas del protocolo?	Peso y cintura semanal/quincenal, fuerza cada 4 semanas, fotos mensuales, labs según cadencia a verificar; siempre en las mismas condiciones para poder comparar.	APEX::LIVIANO::ejercicio	liviano::ejercicio d68 mecanismo
¿A qué fenotipo de paciente 'le habla' naltrexona/bupropión?	Al comer emocional / craving (actúa en el circuito de recompensa), como alternativa cuando el GLP-1 no es opción (costo, tolerancia, disponibilidad).	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d69 mecanismo
¿Cuándo tienen sentido las opciones no-GLP1?	Costo, intolerancia o falta de acceso al GLP-1 — siempre con registro sanitario verificado en Perú (A VERIFICAR) y expectativas honestas de eficacia.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d69 mecanismo
¿Qué mecanismo tiene fentermina/topiramato y por qué exige cautela?	Fentermina (simpaticomimético: menos apetito) + topiramato (efecto sobre saciedad/impulso); interacciones y contraindicaciones relevantes (cardiovasculares, embarazo — ficha técnica A VERIFICAR): solo con registro y screening.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d69 mecanismo
Orlistat y metformina off-label: ¿papel real?	Eficacia modesta; suman en casos concretos y son 'placebo caro' si se venden como solución principal.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d71 mecanismo
¿Cuándo sospechar obesidad monogénica y qué fármaco existe?	Obesidad severa de inicio muy temprano + hiperfagia → estudio genético; setmelanotida solo para obesidad monogénica confirmada (derivación).	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d71 mecanismo
¿Qué señal en la historia hace sospechar obesidad monogénica?	Obesidad severa de inicio muy temprano (primeros años) con hiperfagia intensa, a veces con antecedentes familiares: se deriva a estudio genético; setmelanotida es solo para variantes concretas (criterios A VERIFICAR).	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d71 mecanismo
ASMBS/IFSO 2022: ¿criterio principal de cirugía?	IMC ≥ 35 sin exigir comorbilidades (reemplaza NIH 1991).	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d72 mecanismo
¿Por qué ASMBS/IFSO 2022 eliminó la exigencia de comorbilidad para IMC ≥ 35?	Porque la obesidad severa por sí misma es enfermedad con riesgo y porque la cirugía demostró beneficio sostenido (25-30 %) y remisión metabólica; esperar a la comorbilidad retrasa un tratamiento eficaz.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d72 mecanismo
¿Cómo presentas el criterio sin que suene a sentencia?	'Cumples criterios para una opción muy potente; no es obligación ni urgencia: es una puerta que ahora existe y decidimos juntos cuándo, si quieres, cruzarla'.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d72 mecanismo
ASMBS/IFSO 2022: ¿criterios adicionales?	IMC 30-34,9 con enfermedad metabólica refractaria; población asiática ≥ 27,5 (matiz étnico discutible en población peruana mestiza → juicio clínico).	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d73 mecanismo
¿Qué significa 'enfermedad metabólica refractaria' en el criterio 30-34,9?	Diabetes tipo 2 u otra enfermedad metabólica que no se controla pese a tratamiento médico óptimo: el fracaso médico documentado es lo que abre la indicación.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d73 mecanismo
¿Por qué el umbral asiático ≥ 27,5 exige juicio clínico en Perú?	Porque la población peruana mestiza no es la de esos estudios; se usa como alerta de riesgo metabólico a menor IMC, no como regla automática.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d73 mecanismo
Sleeve / bypass Y-Roux: ¿resultados ancla?	Pérdida sostenida 25-30 % y remisión de diabetes.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d74 mecanismo
¿Por qué la cirugía bariátrica también es 'hormonal'?	Además de restringir volumen cambia las señales intestinales del hambre/saciedad (módulo 1) — por eso la pérdida se sostiene mejor que con dieta.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d74 mecanismo
¿Qué cambia hormonalmente tras un bypass que explica la remisión temprana de la diabetes?	Cambios en las señales intestinales (más GLP-1/PYY postprandiales, menos grelina) antes de perder mucho peso: la cirugía reprograma el mismo eje intestino-cerebro del módulo 1.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d74 mecanismo
Gatillos de derivación a cirugía bariátrica en LIVIANO	Criterios ASMBS/IFSO 2022 (IMC ≥ 35; 30-34,9 refractario) + falla a farmacoterapia/comorbilidad refractaria → derivar es límite de competencia, no derrota.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d76 mecanismo
Rol de LIVIANO pre y post bariátrica	Preparación (nutrición, proteína, hábitos), seguimiento post-operatorio y manejo de la recidiva (incluye GLP-1 post-cirugía — esquema A VERIFICAR).	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d76 mecanismo
¿Qué gatillos de derivación NO quirúrgicos lleva el protocolo?	Cardiología (paciente con ECV antes de fármaco/ejercicio), psiquiatría (fármacos no-GLP1 con tratamiento psiquiátrico), endocrinología (diabetes mal controlada), obstetricia (embarazo), emergencia (pancreatitis sospechada).	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d76 mecanismo
Escalera terapéutica LIVIANO en una línea	Estilo de vida estructurado (5As, automonitoreo) → farmacoterapia (GLP-1 primero; no-GLP1 si no hay acceso) → cirugía (criterios ASMBS/IFSO) con LIVIANO antes y después.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d77 mecanismo
¿Qué decide en qué peldaño de la escalera empieza un paciente?	IMC + comorbilidad + historia de intentos previos + preferencia: no se sube de peldaño por ansiedad ni se baja por costo sin decirlo; cada peldaño tiene criterio de escalada escrito.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d77 mecanismo
¿Qué contiene el §6 'Derivación y límites' en 5 líneas?	Gatillos a cirugía (ASMBS/IFSO 2022 + falla a farmacoterapia), otros límites (cardio, psiquiatría, endocrino, obstetricia, emergencia), no-GLP1 solo con registro, rol pre/post bariátrica, y la frase 'derivar es fortaleza'.	APEX::LIVIANO::farmaco_qx	liviano::farmaco_qx d77 mecanismo
5As (Obesity Canada): ¿qué son Ask y Assess?	Ask = pedir permiso para hablar del peso; Assess = evaluar sin juicio (historia, comorbilidad, disposición al cambio).	APEX::LIVIANO::conducta	liviano::conducta d78 mecanismo
¿Cómo se pide permiso para hablar del peso y por qué importa?	'¿Te parece si hablamos hoy de tu peso?': el permiso devuelve control al paciente y baja la defensiva; sin permiso, la conversación se vive como juicio.	APEX::LIVIANO::conducta	liviano::conducta d78 mecanismo
¿Qué se evalúa en 'Assess' además del IMC?	Historia del peso, intentos previos, comorbilidades, contexto (sueño, trabajo, familia), disposición al cambio y qué le importa al paciente: la raíz, no solo el número.	APEX::LIVIANO::conducta	liviano::conducta d78 mecanismo
5As: ¿qué son Advise, Agree y Assist?	Advise = informar opciones; Agree = pactar UNA meta que elige el paciente; Assist = ayudar con recursos y seguimiento — pactar, no imponer.	APEX::LIVIANO::conducta	liviano::conducta d79 mecanismo
¿Cuál es la diferencia entre 'Advise' y dar un sermón?	Advise informa con permiso y datos ('esto es lo que sabemos'); el sermón impone y culpa. El dato se ofrece, la decisión se pacta en 'Agree'.	APEX::LIVIANO::conducta	liviano::conducta d79 mecanismo
¿Qué significa 'Assist' en la práctica LIVIANO?	Quitar barreras: receta, plan de proteína, rutina mínima, automonitoreo, fecha de check-in y canal de contacto; el médico ayuda a ejecutar, no solo recomienda.	APEX::LIVIANO::conducta	liviano::conducta d79 mecanismo
Entrevista motivacional: 3 principios	No discutir · rodar con la resistencia · reflejar antes de aconsejar.	APEX::LIVIANO::conducta	liviano::conducta d80 mecanismo
¿Qué es 'rodar con la resistencia'?	No confrontar la objeción ('no creo en medicinas') sino reflejarla y explorarla: la resistencia baja cuando no hay oponente.	APEX::LIVIANO::conducta	liviano::conducta d80 mecanismo
¿Por qué reflejar antes de aconsejar?	Porque el paciente solo escucha el consejo cuando se siente escuchado; el reflejo confirma que entendiste y abre la puerta.	APEX::LIVIANO::conducta	liviano::conducta d80 mecanismo
¿Por qué provocar el 'cambio hablado'?	Porque el cambio que el paciente verbaliza con SUS razones se sostiene más que el que ordena el médico.	APEX::LIVIANO::conducta	liviano::conducta d81 mecanismo
¿Qué pregunta provoca 'cambio hablado'?	'¿Qué ganarías si esto cambiara?' o 'del 0 al 10, ¿cuánto te importa? ¿por qué no un número menor?': el paciente enumera SUS razones.	APEX::LIVIANO::conducta	liviano::conducta d81 mecanismo
¿Por qué el cambio que se dice se hace?	Verbalizar razones propias aumenta el compromiso (consistencia): las razones del médico se olvidan, las del paciente se defienden.	APEX::LIVIANO::conducta	liviano::conducta d81 mecanismo
¿Cuál es el predictor #1 de éxito conductual y cómo se explica?	El automonitoreo (registro de comida, peso, pasos): 'no es castigo, es el GPS' — quien se monitorea, llega.	APEX::LIVIANO::conducta	liviano::conducta d82 mecanismo
¿Por qué funciona el automonitoreo (mecanismo)?	Hace visible lo automático: la retroalimentación inmediata corrige decisiones pequeñas y repetidas, y da datos objetivos para ajustar el plan sin culpa.	APEX::LIVIANO::conducta	liviano::conducta d82 mecanismo
¿Qué se registra como mínimo en LIVIANO y dónde?	Comidas (foto o texto), peso semanal, actividad/pasos y, en titulación, náusea 0-3 y agua; en la app del paciente (VITALS) o en papel: lo que se sostenga.	APEX::LIVIANO::conducta	liviano::conducta d82 mecanismo
DPP: ¿cifra ancla?	−58 % de incidencia de diabetes con intervención de estilo de vida estructurada.	APEX::LIVIANO::conducta	liviano::conducta d83 mecanismo
¿Qué intervención produjo el −58 % del DPP?	Un programa estructurado de estilo de vida (meta de pérdida modesta, actividad regular, sesiones educativas frecuentes y automonitoreo); superó a la metformina en ese estudio.	APEX::LIVIANO::conducta	liviano::conducta d83 mecanismo
¿Cómo se usa el DPP con el paciente que no puede pagar el fármaco?	Como evidencia de que el programa conductual estructurado FUNCIONA por sí mismo: no tener el medicamento más caro no es quedarse sin tratamiento.	APEX::LIVIANO::conducta	liviano::conducta d83 mecanismo
¿Por qué el lenguaje people-first cambia resultados?	El estigma reduce adherencia y aumenta el abandono de consulta; 'persona con obesidad' + validación mantienen al paciente en tratamiento.	APEX::LIVIANO::conducta	liviano::conducta d84 mecanismo
¿Por qué el estigma es competencia EVALUABLE en LIVIANO?	Obesity Canada cap. 1: comunicación sin estigma es contenido nuclear; por eso es ítem fijo de la rúbrica de cada caso.	APEX::LIVIANO::conducta	liviano::conducta d84 mecanismo
¿Qué efectos tiene el estigma de peso sobre los resultados?	Aumenta el abandono de consultas, el estrés, el comer emocional y la evitación del ejercicio; el paciente estigmatizado empeora, por eso la comunicación sin estigma es tratamiento.	APEX::LIVIANO::conducta	liviano::conducta d84 mecanismo
3 elementos del protocolo de consulta sin estigma (ambiente + guion)	Balanza en privado · mobiliario adecuado · guion verbal (permiso, validación, people-first, promesa de la casa).	APEX::LIVIANO::conducta	liviano::conducta d85 mecanismo
¿Qué elementos físicos del consultorio son parte del protocolo sin estigma?	Balanza en espacio privado, sillas sin brazos y de carga adecuada, brazaletes de PA de talla grande, batas adecuadas: el ambiente también comunica.	APEX::LIVIANO::conducta	liviano::conducta d85 mecanismo
¿Cómo se abre y se cierra la consulta según el guion?	Apertura: pedir permiso y preguntar qué le importa. Cierre: una meta elegida por el paciente, una métrica, una fecha y 'no estás sola/o en esto'.	APEX::LIVIANO::conducta	liviano::conducta d85 mecanismo
Cadencia de acompañamiento LIVIANO por fase (oferta)	Despegue 4 sesiones/mes · Progreso 2/mes · Consolidación 1/mes · Mantenimiento control trimestral (LIVIANO_OFERTA).	APEX::LIVIANO::conducta	liviano::conducta d86 mecanismo
¿Qué contiene cada una de las 4 sesiones/mes del Despegue (estructura propuesta)?	1) titulación y EA; 2) proteína y método del plato; 3) fuerza y actividad; 4) automonitoreo y revisión de métricas — cada una con 5As. El contenido detallado se redacta en D86.	APEX::LIVIANO::conducta	liviano::conducta d86 mecanismo
¿Qué se registra en un check-in de EA durante la titulación?	Náusea (0-3), vómitos, estreñimiento, hidratación, mareo, dolor abdominal (red flag) y adherencia a la dosis; decide mantener / escalar / suspender según protocolo.	APEX::LIVIANO::conducta	liviano::conducta d86 mecanismo
Las 4 metáforas núcleo y su módulo	Termostato (M1) · ruido de comida (M2) · ladrillo (M3) · GPS (M5).	APEX::LIVIANO::sintesis	liviano::sintesis d88 mecanismo
Cifra ancla por módulo (una por módulo, de memoria)	M1 adaptación persiste años · M2 STEP 1 −14,9 % / SURMOUNT-1 −20,9 % / 67 % / SELECT −20 % / 94 % · M3 AI 0,26 kg NS / proteína 1,2-1,6 g/kg · M4 NWCR ~1 h/día / fuerza 2x · M5 DPP −58 % · M6 ASMBS IMC ≥ 35 / 25-30 %.	APEX::LIVIANO::sintesis	liviano::sintesis d88 mecanismo
¿Qué se hace con lo fallado en el drill integral?	Va a Anki el mismo día como tarjeta de mecanismo (no de dato) y se re-testea en el pre-test del lunes siguiente.	APEX::LIVIANO::sintesis	liviano::sintesis d88 mecanismo
Criterio de éxito del capstone	El caso integral (viernes 16) se resuelve SOLO con el protocolo: si faltó algo, es una sección que falta en v1.	APEX::LIVIANO::sintesis	liviano::sintesis d89 mecanismo
Ruta de credencial LIVIANO	OMA 'Fundamentals of Obesity Treatment' (~9.75 CME) → micro-credentials OMA → vía 60 créditos CME → examen ABOM.	APEX::LIVIANO::sintesis	liviano::sintesis d89 mecanismo
¿Qué 6 secciones se ensamblan en el capstone y de qué Síntesis sale cada una?	§1 fundamento (M1, D19) · §2 elegibilidad + titulación (M2, D38) · §3-4 proteína/fuerza + métricas (M3-4, D58/D68) · §5 5As/automonitoreo/check-in (M5, D86) · §6 derivación y límites (M6, D77) · Anexo A acceso (M7, D39-44).	APEX::LIVIANO::sintesis	liviano::sintesis d89 mecanismo
¿Qué regla de redacción aplica a toda dosis del protocolo?	Solo desde la ficha técnica del producto con registro; si no se tiene, se escribe 'A VERIFICAR (fecha)' — nunca de memoria ni de redes.	APEX::LIVIANO::sintesis	liviano::sintesis d89 mecanismo
